OnlineBackup,MonthlyCharges,PhoneService
No,24.45,No
No,66.5,Yes
No,49.55,Yes
No,89.35,Yes
No,73.6,Yes
Yes,82.65,Yes
No,49.0,Yes
No,80.35,Yes
No internet service,25.2,Yes
No internet service,25.45,Yes
No,55.8,Yes
No,110.9,Yes
Yes,77.75,Yes
No internet service,26.2,Yes
No internet service,19.9,Yes
No,79.05,Yes
No,95.0,Yes
No,25.2,No
Yes,80.85,Yes
No,98.4,Yes
No,56.35,Yes
No internet service,19.3,Yes
No,50.4,Yes
Yes,79.4,Yes
No,55.25,Yes
No internet service,19.1,Yes
No,84.05,Yes
Yes,105.2,Yes
No,101.4,Yes
No,89.8,Yes
No,75.75,Yes
No,95.3,Yes
Yes,109.75,Yes
No internet service,19.85,Yes
No internet service,19.3,Yes
No,69.1,Yes
No,91.25,Yes
No internet service,20.25,Yes
Yes,54.75,Yes
No,81.45,Yes
No,49.1,Yes
No,80.2,Yes
No,100.3,Yes
No,65.25,Yes
No,90.95,Yes
Yes,85.45,Yes
No internet service,20.0,Yes
Yes,94.1,Yes
Yes,79.85,Yes
No,71.65,Yes
Yes,73.55,Yes
Yes,104.65,Yes
No internet service,19.3,Yes
No internet service,20.15,Yes
No,44.55,Yes
No,54.45,Yes
No internet service,19.65,Yes
Yes,105.0,Yes
Yes,88.7,Yes
No,74.25,Yes
Yes,75.15,Yes
No internet service,20.25,Yes
Yes,109.1,Yes
No,30.75,No
Yes,112.9,Yes
No,74.2,Yes
Yes,94.05,Yes
Yes,78.85,Yes
No,55.3,Yes
No internet service,19.35,Yes
No internet service,25.35,Yes
No internet service,20.45,Yes
No internet service,19.35,Yes
Yes,101.0,Yes
Yes,100.2,Yes
No,89.05,Yes
Yes,78.65,Yes
No,74.75,Yes
No,70.1,Yes
No internet service,19.9,Yes
No,58.35,Yes
Yes,105.65,Yes
No,100.5,Yes
No internet service,20.05,Yes
No internet service,25.65,Yes
Yes,96.5,Yes
No,95.0,Yes
No,70.85,Yes
No,85.95,Yes
No,73.9,Yes
No,45.45,Yes
No internet service,20.0,Yes
Yes,49.2,Yes
Yes,109.45,Yes
Yes,83.25,Yes
No internet service,19.25,Yes
No internet service,19.65,Yes
No,72.8,Yes
Yes,109.65,Yes
Yes,65.0,Yes
Yes,114.1,Yes
No internet service,20.65,Yes
Yes,86.95,Yes
Yes,94.75,Yes
No,25.35,No
Yes,105.45,Yes
No internet service,25.4,Yes
Yes,102.55,Yes
Yes,100.2,Yes
No internet service,24.0,Yes
No internet service,25.6,Yes
Yes,73.5,Yes
Yes,74.05,Yes
Yes,98.25,Yes
No,54.4,No
No,101.55,Yes
No,103.1,Yes
No,34.2,No
No,43.75,Yes
Yes,111.95,Yes
Yes,100.65,Yes
No,55.95,No
Yes,116.05,Yes
No,45.75,Yes
No,82.0,Yes
Yes,65.15,Yes
No,44.8,Yes
No,79.8,Yes
No,88.85,Yes
No,74.95,Yes
Yes,106.85,Yes
Yes,74.95,Yes
No,80.15,Yes
No internet service,19.3,Yes
Yes,109.25,Yes
No,56.1,Yes
No internet service,19.7,Yes
Yes,51.3,Yes
Yes,118.6,Yes
No internet service,24.15,Yes
No internet service,20.3,Yes
Yes,115.5,Yes
No internet service,25.05,Yes
Yes,109.1,Yes
No internet service,19.65,Yes
Yes,111.3,Yes
No,29.9,No
Yes,80.6,Yes
No internet service,20.8,Yes
No,35.2,No
No,78.8,Yes
No,89.95,Yes
Yes,116.05,Yes
No internet service,19.55,Yes
Yes,106.4,Yes
No,49.4,Yes
Yes,115.25,Yes
No internet service,24.8,Yes
No internet service,19.9,Yes
No,81.25,Yes
No,69.95,Yes
No,69.1,Yes
No,90.2,Yes
No,93.55,Yes
No,86.4,Yes
Yes,66.3,Yes
No,94.65,Yes
No,80.85,Yes
No,82.05,Yes
Yes,72.1,Yes
Yes,34.7,No
No internet service,20.55,Yes
No,95.95,Yes
No,44.8,Yes
No,109.4,Yes
Yes,71.05,Yes
No,78.55,Yes
No internet service,19.7,Yes
Yes,40.25,No
No internet service,19.85,Yes
No,68.25,Yes
No internet service,20.15,Yes
No,50.95,Yes
No,78.65,Yes
No,25.15,No
No internet service,20.25,Yes
No,42.9,Yes
No,44.0,Yes
No internet service,20.25,Yes
No,34.25,No
No,58.5,No
No,55.8,Yes
No,88.9,Yes
No,57.65,Yes
No,96.2,Yes
Yes,79.15,Yes
Yes,108.05,Yes
No,74.4,Yes
No,94.8,Yes
No,45.9,No
Yes,105.3,Yes
No,102.6,Yes
No,73.85,Yes
No,61.35,Yes
No,57.55,Yes
Yes,29.25,No
No,84.55,Yes
No internet service,19.6,Yes
No,111.75,Yes
Yes,106.5,Yes
Yes,107.7,Yes
No internet service,19.3,Yes
No internet service,20.05,Yes
No,69.95,Yes
No,63.7,Yes
No internet service,24.75,Yes
No,50.9,Yes
No,60.4,No
No,79.25,Yes
No,85.8,Yes
No,24.45,No
Yes,110.1,Yes
No,90.7,Yes
No internet service,25.3,Yes
Yes,105.7,Yes
No,85.2,Yes
No internet service,24.35,Yes
No,24.25,No
No internet service,25.1,Yes
Yes,54.55,Yes
Yes,96.6,Yes
No,76.5,Yes
Yes,81.15,Yes
No,38.5,No
No,92.9,Yes
Yes,93.5,Yes
Yes,84.7,Yes
Yes,66.0,Yes
Yes,101.5,Yes
No,74.9,Yes
No internet service,20.75,Yes
Yes,61.45,Yes
Yes,54.5,Yes
No,69.6,Yes
No,99.75,Yes
Yes,109.75,Yes
Yes,80.85,Yes
No internet service,20.3,Yes
Yes,67.8,Yes
No internet service,24.05,Yes
No internet service,19.8,Yes
No internet service,25.7,Yes
No,56.15,No
Yes,86.7,Yes
No internet service,20.4,Yes
No internet service,19.65,Yes
Yes,50.55,Yes
No,54.35,Yes
Yes,108.1,Yes
No,54.45,Yes
No,45.35,Yes
No,59.0,Yes
Yes,69.45,Yes
Yes,100.55,Yes
Yes,64.95,No
No internet service,20.5,Yes
No internet service,18.85,Yes
No internet service,19.8,Yes
No,25.05,No
No,74.8,Yes
Yes,114.3,Yes
No,24.45,No
Yes,109.2,Yes
Yes,45.05,No
No,51.0,Yes
Yes,110.45,Yes
Yes,84.65,Yes
Yes,60.05,Yes
No,44.65,Yes
Yes,93.25,Yes
No internet service,20.25,Yes
No internet service,25.45,Yes
No internet service,20.6,Yes
No,94.1,Yes
No,34.8,No
No,60.75,No
Yes,51.35,Yes
No,64.05,No
Yes,84.8,Yes
No,71.0,Yes
No,50.15,Yes
No,94.6,Yes
No,59.75,No
No,100.25,Yes
Yes,98.9,Yes
Yes,97.7,Yes
No,40.3,No
Yes,60.25,Yes
Yes,56.25,No
Yes,46.2,No
Yes,50.6,No
No internet service,24.9,Yes
No,84.85,Yes
No,65.7,Yes
No,63.35,Yes
No,50.1,Yes
No,70.5,Yes
Yes,94.85,Yes
No,50.15,Yes
No internet service,19.75,Yes
Yes,64.65,Yes
Yes,79.6,Yes
No internet service,19.5,Yes
No,99.55,Yes
No,74.0,Yes
No,38.9,No
No,79.55,Yes
Yes,65.45,Yes
No,98.7,Yes
Yes,46.3,No
Yes,99.35,Yes
No,95.8,Yes
No,67.5,Yes
No,78.15,Yes
No internet service,26.1,Yes
No,69.6,Yes
No,84.35,Yes
Yes,100.2,Yes
No,78.05,Yes
No,40.35,No
Yes,79.2,Yes
No internet service,20.9,Yes
No,73.6,Yes
No,74.75,Yes
No,49.9,Yes
Yes,68.9,Yes
No internet service,20.25,Yes
No,76.0,Yes
No,74.0,Yes
No,82.3,Yes
No,89.4,Yes
Yes,99.15,Yes
No internet service,20.2,Yes
No,29.45,No
No internet service,19.8,Yes
No,59.15,Yes
No,44.75,Yes
No,90.8,Yes
Yes,49.55,Yes
No,106.7,Yes
No,93.55,Yes
Yes,94.45,Yes
No internet service,19.45,Yes
No,25.05,No
Yes,67.95,Yes
Yes,65.25,Yes
Yes,99.45,Yes
No internet service,20.35,Yes
No internet service,19.95,Yes
No,77.4,Yes
No internet service,19.7,Yes
No,99.7,Yes
Yes,74.8,Yes
No internet service,19.15,Yes
No,78.95,Yes
Yes,95.55,Yes
Yes,62.85,Yes
No,71.55,Yes
No,94.95,Yes
Yes,86.1,Yes
No internet service,19.55,Yes
No internet service,24.8,Yes
Yes,39.3,No
No,84.05,Yes
Yes,36.25,No
No internet service,20.25,Yes
No,23.9,No
Yes,98.6,Yes
Yes,103.65,Yes
Yes,92.9,Yes
No internet service,19.9,Yes
No internet service,20.1,Yes
No,85.45,Yes
Yes,80.5,Yes
Yes,99.9,Yes
No,39.85,No
Yes,60.5,Yes
No,84.8,Yes
No,103.85,Yes
Yes,67.8,Yes
No,75.2,Yes
No internet service,24.85,Yes
No internet service,19.35,Yes
Yes,49.35,No
No,89.0,Yes
Yes,55.0,No
No,76.15,Yes
No internet service,20.3,Yes
No,74.9,Yes
Yes,117.35,Yes
No internet service,19.75,Yes
No,45.2,Yes
No internet service,25.2,Yes
Yes,89.75,Yes
No,75.0,Yes
No,49.95,Yes
Yes,65.7,No
Yes,67.05,Yes
Yes,110.9,Yes
No,87.95,Yes
No internet service,19.8,Yes
No,75.7,Yes
No,62.15,No
Yes,101.25,Yes
Yes,115.15,Yes
No internet service,18.95,Yes
No internet service,19.5,Yes
No,86.55,Yes
No,28.6,No
No internet service,20.4,Yes
No internet service,19.8,Yes
No,45.65,Yes
Yes,56.4,No
No,73.3,Yes
No,24.35,No
No,101.35,Yes
No,98.65,Yes
Yes,33.6,No
No,79.9,Yes
No internet service,20.7,Yes
No,104.05,Yes
No internet service,20.25,Yes
No,103.3,Yes
Yes,73.7,Yes
No,96.2,Yes
Yes,108.75,Yes
No internet service,20.15,Yes
No internet service,19.75,Yes
No internet service,25.95,Yes
No,70.05,Yes
No internet service,24.05,Yes
No,84.75,Yes
No internet service,23.05,Yes
No,104.15,Yes
No,59.95,No
No internet service,19.55,Yes
No internet service,19.6,Yes
No internet service,20.05,Yes
Yes,85.55,Yes
No,78.6,Yes
Yes,116.8,Yes
No,43.55,No
Yes,60.8,No
Yes,54.9,Yes
No,65.2,Yes
Yes,102.95,Yes
No,90.6,Yes
No,50.8,Yes
Yes,90.05,Yes
Yes,108.2,Yes
Yes,92.0,Yes
No,75.1,Yes
No internet service,25.05,Yes
Yes,75.15,Yes
No internet service,19.5,Yes
No internet service,19.3,Yes
Yes,112.2,Yes
No,70.3,Yes
No internet service,19.6,Yes
No internet service,20.25,Yes
No,75.85,Yes
Yes,80.65,Yes
No,68.5,Yes
Yes,115.75,Yes
No,73.5,Yes
Yes,80.6,Yes
No,69.95,Yes
No,59.55,No
No internet service,19.05,Yes
Yes,95.65,Yes
No internet service,19.95,Yes
No,70.05,Yes
No internet service,19.4,Yes
Yes,36.1,No
Yes,94.0,Yes
Yes,61.15,Yes
No internet service,19.75,Yes
No,64.1,Yes
No internet service,19.75,Yes
No internet service,19.7,Yes
Yes,110.2,Yes
Yes,106.35,Yes
Yes,90.55,Yes
Yes,65.9,Yes
Yes,104.5,Yes
Yes,52.5,No
No,56.1,Yes
No,88.75,Yes
Yes,84.45,Yes
No,75.3,Yes
No internet service,26.0,Yes
Yes,99.4,Yes
No,109.55,Yes
No internet service,19.6,Yes
No,73.15,Yes
Yes,54.65,Yes
No,66.4,Yes
Yes,115.55,Yes
Yes,104.45,Yes
No,100.05,Yes
Yes,102.0,Yes
Yes,91.15,Yes
Yes,89.7,Yes
Yes,90.2,Yes
Yes,92.4,Yes
No internet service,19.9,Yes
No internet service,25.15,Yes
No,79.85,Yes
No internet service,18.85,Yes
No internet service,25.75,Yes
Yes,49.6,Yes
No internet service,20.95,Yes
Yes,97.05,Yes
No internet service,25.4,Yes
No internet service,19.7,Yes
Yes,35.0,No
No,101.25,Yes
No,70.2,Yes
No,90.95,Yes
Yes,73.85,Yes
No,88.05,Yes
No,105.95,Yes
No,91.85,Yes
No internet service,20.1,Yes
No,40.1,No
Yes,110.3,Yes
No,73.9,Yes
No,89.8,Yes
No,85.15,Yes
Yes,60.95,Yes
No,72.25,Yes
No,73.55,Yes
No,46.0,Yes
Yes,58.55,Yes
No internet service,24.6,Yes
No internet service,19.75,Yes
No,86.35,Yes
No internet service,25.5,Yes
No internet service,19.0,Yes
No internet service,19.55,Yes
Yes,110.1,Yes
No,96.55,Yes
No,69.75,Yes
No,50.6,No
Yes,65.6,No
Yes,40.1,No
Yes,82.1,Yes
Yes,79.1,Yes
Yes,101.25,Yes
No,79.55,Yes
Yes,90.65,Yes
No internet service,20.55,Yes
Yes,75.75,Yes
No,110.0,Yes
No internet service,20.85,Yes
No,80.35,Yes
No,70.15,Yes
No,84.05,Yes
No,67.45,Yes
No internet service,20.75,Yes
No,89.1,Yes
No,69.9,Yes
No,51.1,Yes
No,94.4,Yes
Yes,78.25,Yes
No internet service,25.55,Yes
No,60.0,Yes
Yes,90.55,Yes
No,76.4,Yes
No,84.95,Yes
Yes,110.1,Yes
Yes,99.65,Yes
No,45.4,No
No,69.0,Yes
No,48.65,Yes
No,44.15,Yes
No,59.85,Yes
No,75.75,Yes
Yes,80.65,Yes
No internet service,20.55,Yes
Yes,66.4,Yes
Yes,100.2,Yes
No internet service,19.1,Yes
No,80.3,Yes
No,44.55,Yes
No internet service,20.35,Yes
Yes,91.8,Yes
No,74.9,Yes
No internet service,20.2,Yes
No,50.35,Yes
No internet service,18.8,Yes
No internet service,20.45,Yes
No,64.75,Yes
Yes,98.7,Yes
No,89.45,Yes
Yes,58.75,Yes
No internet service,20.7,Yes
No,85.6,Yes
Yes,80.3,Yes
No,79.8,Yes
No,79.85,Yes
No,54.1,Yes
No,80.85,Yes
No,24.75,No
No,80.9,Yes
No internet service,24.5,Yes
No internet service,20.15,Yes
No internet service,20.05,Yes
No internet service,19.6,Yes
Yes,114.3,Yes
Yes,100.3,Yes
No,80.0,Yes
No internet service,20.85,Yes
No,89.95,Yes
No internet service,20.0,Yes
No,90.85,Yes
No,48.75,Yes
Yes,80.0,Yes
Yes,79.7,Yes
No internet service,20.35,Yes
Yes,57.55,Yes
No internet service,20.25,Yes
No internet service,19.4,Yes
No,100.4,Yes
Yes,57.95,Yes
No,59.5,Yes
No internet service,19.2,Yes
No,86.5,Yes
No,59.55,Yes
Yes,103.95,Yes
No,25.1,No
Yes,103.95,Yes
No,68.95,Yes
Yes,103.1,Yes
No,24.7,No
Yes,110.2,Yes
Yes,48.95,No
Yes,62.45,Yes
Yes,89.55,Yes
Yes,83.55,Yes
Yes,78.9,Yes
No internet service,20.35,Yes
No,71.45,Yes
Yes,46.35,No
Yes,94.65,Yes
No,49.9,No
No internet service,25.45,Yes
Yes,89.15,Yes
No internet service,20.75,Yes
Yes,66.1,Yes
Yes,75.4,Yes
No,70.45,Yes
Yes,60.3,Yes
No internet service,21.05,Yes
No,69.35,Yes
Yes,88.85,Yes
Yes,97.0,Yes
Yes,66.4,Yes
No,24.75,No
Yes,69.2,Yes
No,79.5,Yes
No,100.65,Yes
No,103.3,Yes
Yes,79.7,Yes
Yes,61.4,Yes
No,69.8,Yes
Yes,40.55,No
No,75.65,Yes
Yes,90.7,Yes
Yes,80.5,Yes
Yes,60.6,Yes
No,101.15,Yes
No internet service,24.95,Yes
No internet service,20.3,Yes
Yes,60.0,Yes
No internet service,20.25,Yes
No,78.5,Yes
No,44.75,Yes
No internet service,19.85,Yes
Yes,98.0,Yes
No,79.9,Yes
Yes,107.7,Yes
Yes,99.7,Yes
Yes,104.7,Yes
Yes,58.6,Yes
No,93.9,Yes
Yes,86.45,Yes
No,98.5,Yes
No internet service,19.4,Yes
No,50.45,Yes
No internet service,24.95,Yes
No,75.0,Yes
Yes,94.65,Yes
Yes,100.25,Yes
No,78.2,Yes
No,94.2,Yes
No,88.45,Yes
No,69.85,Yes
No,81.7,Yes
No,50.05,No
No,79.9,Yes
No,69.55,Yes
No internet service,25.4,Yes
Yes,90.1,Yes
No,44.65,Yes
No,83.75,Yes
No,80.35,Yes
No,98.1,Yes
No,53.35,No
No internet service,19.55,Yes
No internet service,20.9,Yes
No,48.95,Yes
No,54.2,Yes
No internet service,24.45,Yes
No,69.4,Yes
No,40.15,No
No,74.9,Yes
No internet service,25.6,Yes
No,70.35,Yes
Yes,91.7,Yes
No,89.2,Yes
No internet service,24.1,Yes
No,74.15,Yes
Yes,53.85,Yes
Yes,115.6,Yes
No internet service,19.75,Yes
No internet service,24.05,Yes
No internet service,25.3,Yes
Yes,84.3,Yes
No,70.1,Yes
Yes,89.75,Yes
Yes,97.95,Yes
No internet service,20.0,Yes
No,78.3,Yes
Yes,103.9,Yes
No internet service,20.7,Yes
No,96.8,Yes
Yes,94.4,Yes
No internet service,20.15,Yes
No internet service,26.0,Yes
Yes,77.35,Yes
No,66.05,Yes
No internet service,19.9,Yes
Yes,84.3,Yes
Yes,68.15,Yes
Yes,80.85,Yes
Yes,75.5,Yes
Yes,92.45,Yes
No,80.6,Yes
Yes,83.2,Yes
Yes,87.55,Yes
No,99.55,Yes
No,81.25,Yes
Yes,109.4,Yes
No internet service,19.95,Yes
Yes,45.55,No
No internet service,20.7,Yes
No,75.3,Yes
Yes,99.25,Yes
Yes,93.4,Yes
No,73.75,Yes
No,80.45,Yes
Yes,88.15,Yes
No,49.2,Yes
No internet service,19.65,Yes
No,79.35,Yes
Yes,79.75,Yes
Yes,105.15,Yes
No,49.0,Yes
No,100.05,Yes
No,69.35,Yes
Yes,49.8,No
No,85.8,Yes
No,79.7,Yes
No internet service,20.95,Yes
No,50.55,Yes
No,79.3,Yes
No internet service,19.5,Yes
No,80.55,Yes
No,44.15,Yes
Yes,84.5,Yes
Yes,105.5,Yes
Yes,84.3,Yes
Yes,92.7,Yes
No internet service,26.25,Yes
Yes,96.95,Yes
No internet service,20.45,Yes
Yes,115.8,Yes
Yes,108.2,Yes
No internet service,20.2,Yes
No,67.75,Yes
No,54.9,No
No,85.25,Yes
No internet service,20.15,Yes
No,90.35,Yes
Yes,55.75,Yes
Yes,114.6,Yes
Yes,80.05,Yes
No internet service,20.0,Yes
Yes,66.8,No
Yes,100.3,Yes
Yes,105.35,Yes
Yes,85.2,Yes
No,48.8,Yes
No internet service,18.95,Yes
No,69.8,Yes
Yes,106.15,Yes
No internet service,20.55,Yes
Yes,105.75,Yes
No internet service,25.25,Yes
No internet service,19.75,Yes
No,104.85,Yes
No,60.95,Yes
Yes,81.15,Yes
No internet service,19.1,Yes
No internet service,20.8,Yes
Yes,90.15,Yes
Yes,90.1,Yes
No,74.1,Yes
No,85.05,Yes
Yes,118.75,Yes
No,85.9,Yes
No,95.0,Yes
No internet service,20.15,Yes
No,101.3,Yes
No internet service,21.2,Yes
No internet service,24.2,Yes
No internet service,20.3,Yes
Yes,102.8,Yes
Yes,85.3,Yes
No,89.6,Yes
No,99.95,Yes
No,56.25,Yes
No,50.95,Yes
Yes,115.85,Yes
No,103.65,Yes
No internet service,26.1,Yes
No,35.1,No
Yes,99.1,Yes
Yes,67.25,Yes
No internet service,25.0,Yes
No,59.55,Yes
No,77.8,Yes
No,55.1,Yes
Yes,117.8,Yes
No internet service,24.15,Yes
Yes,45.25,No
Yes,79.5,Yes
No internet service,20.25,Yes
Yes,64.75,Yes
No,54.6,Yes
No internet service,20.7,Yes
No,94.75,Yes
No,79.65,Yes
Yes,115.8,Yes
No,49.45,Yes
No,83.8,Yes
Yes,95.35,Yes
No,94.7,Yes
No,74.05,Yes
No,89.6,Yes
Yes,116.6,Yes
No,54.2,Yes
No internet service,19.3,Yes
Yes,65.05,Yes
No,92.5,Yes
No internet service,19.45,Yes
No internet service,24.05,Yes
No internet service,18.75,Yes
No internet service,20.15,Yes
No internet service,20.0,Yes
Yes,71.0,Yes
No,75.55,Yes
No,93.6,Yes
No,70.0,Yes
No,24.4,No
No,74.8,Yes
No,65.25,Yes
No,50.55,Yes
Yes,104.4,Yes
No,70.7,Yes
No,45.25,Yes
No,70.3,Yes
Yes,108.95,Yes
No internet service,26.45,Yes
No,86.2,Yes
No internet service,19.65,Yes
No,51.2,No
No internet service,19.05,Yes
No,74.75,Yes
No,75.8,Yes
No,25.1,No
No,44.45,Yes
No,104.3,Yes
No internet service,19.5,Yes
Yes,89.0,Yes
No internet service,20.15,Yes
No,74.9,Yes
No,74.9,Yes
Yes,36.15,No
No internet service,19.2,Yes
No internet service,19.25,Yes
No,61.2,Yes
No internet service,20.45,Yes
Yes,35.05,No
Yes,100.25,Yes
No,44.0,Yes
Yes,102.8,Yes
No,50.35,Yes
No,100.0,Yes
No internet service,20.0,Yes
Yes,99.85,Yes
No,94.2,Yes
Yes,86.4,Yes
Yes,58.4,Yes
No,83.85,Yes
No,88.3,Yes
No,94.1,Yes
Yes,104.05,Yes
Yes,108.9,Yes
Yes,107.4,Yes
No,94.7,Yes
No,90.85,Yes
No internet service,19.9,Yes
No,66.4,Yes
No,100.65,Yes
No,100.7,Yes
No internet service,25.6,Yes
No internet service,19.85,Yes
No internet service,20.75,Yes
No,95.8,Yes
No,94.65,Yes
Yes,80.55,Yes
Yes,106.65,Yes
No,45.85,Yes
Yes,104.35,Yes
Yes,55.45,No
No,78.85,Yes
Yes,61.15,Yes
Yes,78.95,Yes
No,44.45,Yes
Yes,109.2,Yes
Yes,61.3,Yes
Yes,96.85,Yes
Yes,40.55,No
No internet service,19.8,Yes
Yes,108.25,Yes
No,105.05,Yes
Yes,90.45,Yes
Yes,86.4,Yes
Yes,66.9,Yes
No,110.7,Yes
No internet service,20.0,Yes
No,84.9,Yes
No,102.1,Yes
No internet service,20.25,Yes
Yes,70.15,Yes
Yes,74.35,Yes
Yes,80.05,Yes
No,62.05,Yes
Yes,49.2,No
No internet service,20.5,Yes
No,38.25,No
Yes,54.95,No
No,96.6,Yes
No internet service,19.9,Yes
No internet service,19.9,Yes
Yes,84.6,Yes
No,80.0,Yes
Yes,85.25,Yes
Yes,81.25,Yes
Yes,115.5,Yes
Yes,104.1,Yes
No,79.0,Yes
No,39.1,No
Yes,94.65,Yes
No internet service,20.8,Yes
Yes,59.5,Yes
No internet service,20.05,Yes
No,100.45,Yes
No,76.5,Yes
No internet service,20.6,Yes
No internet service,20.3,Yes
No,49.2,Yes
Yes,39.55,No
No internet service,23.15,Yes
No internet service,20.45,Yes
No,80.85,Yes
No internet service,25.25,Yes
No,91.25,Yes
Yes,72.45,Yes
Yes,60.1,Yes
No internet service,19.7,Yes
No,78.95,Yes
Yes,75.1,Yes
No internet service,25.0,Yes
No,69.15,Yes
Yes,91.55,Yes
No,45.15,Yes
No,35.8,No
Yes,113.15,Yes
No internet service,19.85,Yes
No internet service,19.8,Yes
No internet service,19.9,Yes
No internet service,19.7,Yes
No,79.4,Yes
Yes,59.1,Yes
Yes,53.95,No
No,91.15,Yes
Yes,99.3,Yes
No,68.95,Yes
Yes,51.55,Yes
No internet service,24.4,Yes
No,96.8,Yes
No,70.05,Yes
No internet service,19.5,Yes
No,78.75,Yes
Yes,69.2,Yes
No internet service,19.55,Yes
Yes,80.65,Yes
Yes,103.65,Yes
Yes,54.7,Yes
No,54.15,Yes
No,71.1,Yes
No,84.85,Yes
No internet service,20.0,Yes
Yes,106.25,Yes
No,99.25,Yes
No internet service,19.35,Yes
No internet service,20.8,Yes
No,94.75,Yes
Yes,114.05,Yes
No,74.9,Yes
No internet service,19.8,Yes
No,94.0,Yes
Yes,80.85,Yes
Yes,54.65,Yes
No,91.7,Yes
Yes,118.6,Yes
No internet service,24.55,Yes
No internet service,19.45,Yes
Yes,116.15,Yes
No,80.6,Yes
No internet service,20.3,Yes
Yes,89.85,Yes
No,46.0,Yes
Yes,66.25,Yes
Yes,99.8,Yes
No,90.0,Yes
No,70.45,Yes
Yes,75.0,Yes
No internet service,19.9,Yes
No,80.3,Yes
No internet service,19.75,Yes
No,84.3,Yes
No,54.05,No
No,104.9,Yes
No,53.95,Yes
Yes,97.25,Yes
No,83.05,Yes
Yes,105.5,Yes
No,81.0,Yes
Yes,41.1,No
No,45.0,Yes
Yes,74.55,Yes
Yes,40.2,No
Yes,70.5,Yes
No internet service,19.75,Yes
No internet service,24.65,Yes
No,104.25,Yes
Yes,78.35,Yes
No,69.8,Yes
Yes,109.7,Yes
No,73.75,Yes
Yes,33.45,No
No,94.6,Yes
No,54.55,Yes
No internet service,20.2,Yes
No internet service,20.3,Yes
No,39.4,No
No,69.15,Yes
No,76.25,Yes
No,93.9,Yes
No,51.35,No
Yes,100.05,Yes
No,70.4,Yes
No internet service,20.3,Yes
Yes,94.45,Yes
Yes,46.4,No
Yes,104.05,Yes
Yes,91.15,Yes
No,24.9,No
Yes,59.6,Yes
Yes,108.5,Yes
Yes,40.55,No
Yes,58.95,Yes
No,70.95,Yes
No internet service,20.75,Yes
Yes,113.15,Yes
No,48.8,Yes
No,63.05,Yes
No,100.85,Yes
No,99.5,Yes
Yes,80.55,Yes
Yes,64.4,Yes
Yes,75.2,Yes
No,84.9,Yes
No internet service,19.3,Yes
Yes,83.9,Yes
Yes,117.45,Yes
Yes,104.4,Yes
Yes,74.65,Yes
No,59.05,Yes
No,69.1,Yes
No internet service,20.55,Yes
No,76.55,Yes
Yes,62.5,No
No,29.4,No
No,94.9,Yes
Yes,111.65,Yes
No internet service,19.9,Yes
No internet service,20.45,Yes
Yes,106.05,Yes
Yes,113.45,Yes
Yes,92.55,Yes
No,65.6,Yes
No,84.35,Yes
No,44.65,Yes
Yes,71.1,Yes
Yes,85.15,Yes
No,49.7,Yes
No,30.2,No
No,25.25,No
Yes,84.05,Yes
No,85.7,Yes
Yes,74.7,Yes
No,56.35,Yes
Yes,90.8,Yes
Yes,107.55,Yes
No internet service,19.85,Yes
Yes,95.9,Yes
No internet service,23.85,Yes
Yes,106.15,Yes
Yes,83.85,Yes
Yes,85.35,Yes
Yes,84.8,Yes
No,90.85,Yes
Yes,76.1,Yes
Yes,74.55,Yes
Yes,39.2,No
Yes,79.55,Yes
No internet service,19.6,Yes
No internet service,19.55,Yes
No,39.15,No
No internet service,20.1,Yes
No,99.95,Yes
Yes,59.8,Yes
No,49.75,Yes
No,35.75,No
No,108.5,Yes
Yes,60.15,Yes
No internet service,19.05,Yes
No,46.0,Yes
Yes,84.0,Yes
No,44.55,Yes
No,103.45,Yes
Yes,80.65,Yes
Yes,57.2,No
Yes,110.75,Yes
No internet service,24.7,Yes
Yes,97.05,Yes
Yes,76.35,Yes
No,89.4,Yes
No internet service,18.9,Yes
No,74.45,Yes
No internet service,19.8,Yes
No,50.9,Yes
Yes,84.4,Yes
No internet service,24.4,Yes
No internet service,20.05,Yes
No,81.0,Yes
No,98.35,Yes
No,55.5,Yes
Yes,51.0,No
Yes,91.65,Yes
No,84.3,Yes
Yes,100.2,Yes
No internet service,19.4,Yes
No,90.85,Yes
No,69.4,Yes
No,94.45,Yes
No internet service,20.4,Yes
Yes,94.75,Yes
No internet service,20.15,Yes
No,95.7,Yes
No,44.35,Yes
Yes,74.55,Yes
Yes,73.6,Yes
No,74.95,Yes
No,47.95,No
No,50.1,Yes
No,63.6,Yes
Yes,53.0,No
No internet service,19.85,Yes
No,24.35,No
No internet service,19.55,Yes
No internet service,25.05,Yes
Yes,93.8,Yes
Yes,36.85,No
Yes,103.75,Yes
Yes,56.75,No
No internet service,20.8,Yes
No,44.1,Yes
No internet service,24.45,Yes
No internet service,25.6,Yes
No,50.75,No
Yes,104.4,Yes
Yes,39.3,No
Yes,59.65,Yes
No,83.3,Yes
No,79.55,Yes
No internet service,24.45,Yes
No internet service,19.2,Yes
No,29.8,No
No,45.5,Yes
Yes,106.45,Yes
Yes,30.05,No
Yes,65.65,No
No,96.05,Yes
No,75.1,Yes
Yes,74.05,Yes
No,44.7,Yes
Yes,110.75,Yes
No internet service,19.7,Yes
No,49.5,Yes
No,55.0,Yes
No,43.95,No
No,74.35,Yes
Yes,111.15,Yes
No,104.7,Yes
